,movie_id,title,category,year,Poster,Director,Actors,Runtime
95,97,Hate ,Crime,1995,https://m.media-amazon.com/images/M/MV5BMmVhZjhlZDYtMDAwZi00MDcyLTgzOTItOWNiZjY0YmE0MGE0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Gil Junger,"Heath Ledger, Julia Stiles, Joseph Gordon-Levitt",97 min
96,98,Shopping ,Action,1994,https://m.media-amazon.com/images/M/MV5BNjVlN2MzYTYtNzEyMy00YTI0LWFiMGYtZmJmOTBhZDgzYTM5XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,Paul W.S. Anderson,"Sadie Frost, Jude Law, Sean Pertwee",87 min
97,99,Heidi Fleiss: Hollywood Madam ,Documentary,1995,https://m.media-amazon.com/images/M/MV5BMTc4NDc5NzQzNF5BMl5BanBnXkFtZTcwMDUyODkxMQ@@._V1_SX300.jpg,Nick Broomfield,"Nick Broomfield, Nina Xining Zuo, Madam Alex",106 min
98,100,City Hall ,Drama,1996,https://m.media-amazon.com/images/M/MV5BNDlhNDc3MmEtODJkMS00YmVlLWI4MTUtNDRkMTFhYjk1NDdlXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,Harold Becker,"Al Pacino, John Cusack, Bridget Fonda",111 min
99,101,Bottle Rocket ,Adventure,1996,https://m.media-amazon.com/images/M/MV5BNzFlYWQxMjMtYTdmOC00NDA0LWI5NWQtNjc5OTc1ZDdkOGExXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,Wes Anderson,"Luke Wilson, Owen Wilson, Ned Dowd",91 min
100,102,Mr. Wrong ,Comedy,1996,https://m.media-amazon.com/images/M/MV5BZTIwOThjZmQtMWExMC00NzIwLWI0YzAtMWIzNTNlODdjNjg5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Nick Castle,"Ellen DeGeneres, Bill Pullman, Joan Cusack",96 min
101,103,Unforgettable ,Mystery,1996,https://m.media-amazon.com/images/M/MV5BMTYwMzU5NDM5Ml5BMl5BanBnXkFtZTcwMjkyOTYzNg@@._V1_SX300.jpg,,"Poppy Montgomery, Dylan Walsh, James Hiroyuki Liao",1 min
102,104,Happy Gilmore ,Comedy,1996,https://m.media-amazon.com/images/M/MV5BZWI2NjliOTYtZjE1OS00YzAyLWJjYTQtYWNmZTQzMTQzNzVjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Dennis Dugan,"Adam Sandler, Christopher McDonald, Julie Bowen",92 min
104,106,Nobody Loves Me ,Comedy,1994,https://m.media-amazon.com/images/M/MV5BMTM1NzQ2NjQ3Ml5BMl5BanBnXkFtZTcwNzg5NjYxMQ@@._V1_SX300.jpg,Doris Dörrie,"Maria Schrader, Pierre Sanoussi-Bliss, Michael von Au",104 min
105,107,Muppet Treasure Island ,Adventure,1996,https://m.media-amazon.com/images/M/MV5BMTlmNzhiMWEtOWVjZC00NmM0LTgxNDItMDJmYTkxYTZkY2FjXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_SX300.jpg,"Brian Henson, David Lane","Tim Curry, Billy Connolly, Jennifer Saunders",99 min
106,108,Catwalk ,Documentary,1996,https://m.media-amazon.com/images/M/MV5BMTYxNzk1NjMxN15BMl5BanBnXkFtZTcwNjk0ODkxMQ@@._V1_SX300.jpg,Robert Leacock,"Christy Turlington, Azzedine Alaïa, Giorgio Armani",95 min
107,109,Headless Body in Topless Bar ,Comedy,1995,https://m.media-amazon.com/images/M/MV5BMTYyMTAzNDY0NF5BMl5BanBnXkFtZTcwODc4ODcxMQ@@._V1_SX300.jpg,James Bruce,"Raymond J. Barry, Rustam Branaman, Jennifer MacDonald",110 min
108,110,Braveheart ,Action,1995,https://m.media-amazon.com/images/M/MV5BMzkzMmU0YTYtOWM3My00YzBmLWI0YzctOGYyNTkwMWE5MTJkXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,Mel Gibson,"Mel Gibson, Sophie Marceau, Patrick McGoohan",178 min
109,111,Taxi Driver ,Crime,1976,https://m.media-amazon.com/images/M/MV5BM2M1MmVhNDgtNmI0YS00ZDNmLTkyNjctNTJiYTQ2N2NmYzc2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,Martin Scorsese,"Robert De Niro, Jodie Foster, Cybill Shepherd",114 min
110,112,Rumble in the Bronx ,Action,1995,https://m.media-amazon.com/images/M/MV5BZDMzNzVkMTAtZjRlYi00NmM3LWJmY2UtZjU0MGMxODg5MDg1L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,Stanley Tong,"Jackie Chan, Anita Mui, Françoise Yip",87 min
111,113,Before and After ,Drama,1996,https://m.media-amazon.com/images/M/MV5BOWJmODIwYWUtNTNkYy00Njk4LWJkODktMzA5ZTdkMTZhZmZiXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,Barbet Schroeder,"Meryl Streep, Liam Neeson, Edward Furlong",108 min
112,114,Margaret's Museum ,Drama,1995,https://m.media-amazon.com/images/M/MV5BMzRiMDRkNzYtY2U0MC00YzUwLTk3NzEtNTBjODc4MTI4YmVmXkEyXkFqcGdeQXVyNTM0NTU5Mg@@._V1_SX300.jpg,Mort Ransen,"Helena Bonham Carter, Kate Nelligan, Clive Russell",114 min
113,115,Happiness Is in the Field ,Comedy,1995,https://m.media-amazon.com/images/M/MV5BNWVlZDI1MTEtNGMxMS00ZWUyLWE4MDAtYzE5MzY0YjA2ZWM0XkEyXkFqcGdeQXVyMjQzMzQzODY@._V1_SX300.jpg,Étienne Chatiliez,"Michel Serrault, Eddy Mitchell, Sabine Azéma",106 min
114,116,Anne Frank Remembered ,Documentary,1995,https://m.media-amazon.com/images/M/MV5BNGZjNzg2MzMtNzJiZi00YTMxLWEwNGMtZGI0ODBiN2RmMGRiXkEyXkFqcGdeQXVyMzExODEzNDA@._V1_SX300.jpg,Jon Blair,"Kenneth Branagh, Glenn Close, Isa Baschwitz",117 min
116,118,If Lucy Fell ,Comedy,1996,https://m.media-amazon.com/images/M/MV5BMmFjYWU4YTgtZGQ1OC00ZjhlLWI3ZjMtMzZhN2I1Y2I1MWJjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Eric Schaeffer,"Sarah Jessica Parker, Eric Schaeffer, Ben Stiller",92 min
117,119,"Steal Big, Steal Little ",Comedy,1995,https://m.media-amazon.com/images/M/MV5BN2RjYzZhZmUtNThhMi00OTE1LTljNjgtYTM1MjFlNjZjMzE3XkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_SX300.jpg,Andrew Davis,"Andy Garcia, Alan Arkin, Rachel Ticotin",135 min
118,120,Race the Sun ,Adventure,1996,https://m.media-amazon.com/images/M/MV5BZDQ2ZGJlOTAtMmM1Yi00MGNlLWIwMDgtMzkzNTA1NWU3YzhiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Charles T. Kanganis,"Halle Berry, Jim Belushi, Bill Hunter",100 min
120,122,Boomerang ,Comedy,1992,https://m.media-amazon.com/images/M/MV5BZDZmZDU5MGYtMTU3YS00NDczLWJmOTQtOTdlODk2NmMxZjllXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Reginald Hudlin,"Eddie Murphy, Robin Givens, Halle Berry",117 min
121,123,Chungking Express ,Drama,1994,https://m.media-amazon.com/images/M/MV5BNmEyYzUwYTMtYTNiNS00YWE4LWIxZTEtNTVlZDBlNmQ4NGE2XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,Kar-Wai Wong,"Brigitte Lin, Takeshi Kaneshiro, Tony Chiu-Wai Leung",102 min
123,125,Flirting With Disaster ,Comedy,1996,https://m.media-amazon.com/images/M/MV5BZWU5ZmIwMzktZjNmMy00Y2U3LTg4ZDctMjI4OWVlM2UwYjE0XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,David O. Russell,"Ben Stiller, Patricia Arquette, Téa Leoni",92 min
126,128,Jupiter's Wife ,Documentary,1994,https://m.media-amazon.com/images/M/MV5BMTI3ODIyODY4N15BMl5BanBnXkFtZTcwNjE3MjUyMQ@@._V1_SX300.jpg,Michel Negroponte,"Maggie Cogan, Katina Pendleton",87 min
127,129,Pie in the Sky ,Comedy,1996,https://m.media-amazon.com/images/M/MV5BMTYzMDcxNzY3Nl5BMl5BanBnXkFtZTcwNjI5NzMyNA@@._V1_SX300.jpg,,"Richard Griffiths, Maggie Steed, Malcolm Sinclair",34S min
128,130,Angela ,Drama,1995,https://m.media-amazon.com/images/M/MV5BNTJlZTgyYjEtN2Y4Mi00MDU4LTliNzAtZmU1N2Y3YmNhOWQwXkEyXkFqcGdeQXVyMjkyMDI4NTQ@._V1_SX300.jpg,Rebecca Miller,"Miranda Rhyne, Charlotte Eve Blythe, Anna Thomson",99 min
129,131,Frankie Starlight ,Drama,1995,https://m.media-amazon.com/images/M/MV5BN2I4YjdhZTQtNTBkYi00Mjk0LTkxZjEtZTQ2YTA2YzI3NmM4XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,Michael Lindsay-Hogg,"Matt Dillon, Anne Parillaud, Gabriel Byrne",101 min
130,132,Jade ,Thriller,1995,https://m.media-amazon.com/images/M/MV5BYTcwZDIyMDEtN2Q4MS00ZTIxLWEwMjMtM2I5NWViOTNjMGRhXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX300.jpg,William Friedkin,"David Caruso, Linda Fiorentino, Chazz Palminteri",95 min
131,133,Nueba Yol ,Comedy,1995,https://m.media-amazon.com/images/M/MV5BNzc2YmU3MmMtNGJlZS00ODMxLTg2N2EtYzdiMDc2YzY4ZTdlXkEyXkFqcGdeQXVyODU4MjAxOQ@@._V1_SX300.jpg,Ángel Muñiz,"Luisito Martí, Caridad Ravelo, Raúl Carbonell",106 min
132,134,Sonic Outlaws ,Documentary,1995,https://m.media-amazon.com/images/M/MV5BMTk5OTU5MTgxM15BMl5BanBnXkFtZTcwNTMwMDgyMQ@@._V1_SX300.jpg,Craig Baldwin,"Lloyd Dunn, Chris Grigg, Mark Hosler",87 min
133,135,Down Periscope ,Comedy,1996,https://m.media-amazon.com/images/M/MV5BMTlkNGU1NDctNDAwZC00ZThlLWE4YTgtMWU5YjJjYzIyY2VjXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,David S. Ward,"Kelsey Grammer, Lauren Holly, Rob Schneider",92 min
134,136,From the Journals of Jean Seberg ,Documentary,1995,https://m.media-amazon.com/images/M/MV5BMTk5ODgzNDE1NV5BMl5BanBnXkFtZTcwMTY4MDMyMQ@@._V1_SX300.jpg,Mark Rappaport,"Mary Beth Hurt, Jean Seberg",97 min
135,137,Man of the Year ,Documentary,1995,https://m.media-amazon.com/images/M/MV5BMTM0NzQxMjk0OV5BMl5BanBnXkFtZTcwMDUyNDgzMQ@@._V1_SX300.jpg,Barry Levinson,"Robin Williams, Laura Linney, Lewis Black",115 min
137,139,Target ,Action,1995,https://m.media-amazon.com/images/M/MV5BZDM2OGJhMDItZWZjZi00YTNjLWFhZTYtY2FiNzBiMjJhMDJiXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,Arthur Penn,"Gene Hackman, Matt Dillon, Brad Williams",117 min
138,140,Up Close and Personal ,Drama,1996,https://m.media-amazon.com/images/M/MV5BNjRhMmQ3M2MtM2JiZi00ZDdkLTk5ZjAtNDhlNDEyNTU0N2JkXkEyXkFqcGdeQXVyNjE5MTQyNDc@._V1_SX300.jpg,Raa Marchant,Raa Marchant,12 min
140,142,Shadows ,Drama,1988,https://m.media-amazon.com/images/M/MV5BMmYzMzBmYTQtYmRkZC00MjdjLTg5MzctYjU1OWRjYjdlYmU1XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,John Cassavetes,"Ben Carruthers, Lelia Goldoni, Hugh Hurd",87 min
141,143,Gospa ,Drama,1995,https://m.media-amazon.com/images/M/MV5BOTdkOGMzN2EtM2JkYi00YTNjLTlhNjAtYjVkZWRjYWVmNjI5XkEyXkFqcGdeQXVyNjU4NzAyNjg@._V1_SX300.jpg,Jakov Sedlar,"Martin Sheen, Michael York, Morgan Fairchild",125 min
143,145,Bad Boys ,Action,1995,https://m.media-amazon.com/images/M/MV5BMGE1ZTQ0ZTEtZTEwZS00NWE0LTlmMDUtMTE1ZWJiZTYzZTQ2XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,Michael Bay,"Will Smith, Martin Lawrence, Lisa Boyle",119 min
147,149,Amateur ,Crime,1994,https://m.media-amazon.com/images/M/MV5BZGIzZDYwZjAtYzY4YS00OTQ1LThiZDQtMzBhODk1MTdjYjIyXkEyXkFqcGdeQXVyNTcwNjUwNzk@._V1_SX300.jpg,Hal Hartley,"Isabelle Huppert, Martin Donovan, Elina Löwensohn",105 min
148,150,Apollo 13 ,Adventure,1995,https://m.media-amazon.com/images/M/MV5BMjc4MzZlNmQtN2ZlOS00OGQzLWI5YjEtNDQ2YmZlN2FjNTIxXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,Ron Howard,"Tom Hanks, Bill Paxton, Kevin Bacon",140 min
149,151,Rob Roy ,Action,1995,https://m.media-amazon.com/images/M/MV5BMjE2NTU2ODI0MV5BMl5BanBnXkFtZTcwNTIwODU2NA@@._V1_SX300.jpg,Michael Caton-Jones,"Liam Neeson, Jessica Lange, John Hurt",139 min
150,152,"Addiction, The ",Drama,1995,https://m.media-amazon.com/images/M/MV5BZTRhYjBmOGQtYTEzYi00N2JiLWE4NTAtOGEyNTI4OWE1MGUxXkEyXkFqcGdeQXVyNTI5MDU1Njc@._V1_SX300.jpg,Brian Logan,"Dave Brown, Jerry Lawler, Lance Russell",96 min
151,153,Batman Forever ,Action,1995,https://m.media-amazon.com/images/M/MV5BNDdjYmFiYWEtYzBhZS00YTZkLWFlODgtY2I5MDE0NzZmMDljXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,Joel Schumacher,"Val Kilmer, Tommy Lee Jones, Jim Carrey",121 min
153,155,Beyond Rangoon ,Adventure,1995,https://m.media-amazon.com/images/M/MV5BNThiM2NjYjAtNzIzOC00NTY3LWIxZGEtMDkzMmEzMGJhZTE0XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,John Boorman,"Patricia Arquette, U Aung Ko, Frances McDormand",100 min
154,156,Blue in the Face ,Comedy,1995,https://m.media-amazon.com/images/M/MV5BYzlkYTMwYWYtOGFiMy00N2U3LThkYTMtYWEyZWY5MTIyY2E4XkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_SX300.jpg,"Paul Auster, Wayne Wang, Harvey Wang","Harvey Keitel, Lou Reed, Michael J. Fox",83 min
155,157,Canadian Bacon ,Comedy,1995,https://m.media-amazon.com/images/M/MV5BMTUwNDU0NzcwMl5BMl5BanBnXkFtZTcwNzk1NjAzNA@@._V1_SX300.jpg,Michael Moore,"John Candy, Alan Alda, Rhea Perlman",91 min
156,158,Casper ,Adventure,1995,https://m.media-amazon.com/images/M/MV5BZmQzZThjNDQtMjAxNC00YzhjLWFkNmItZDg4NjkxNjZkMjMxXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,Brad Silberling,"Bill Pullman, Christina Ricci, Cathy Moriarty",100 min
157,159,Clockers ,Crime,1995,https://m.media-amazon.com/images/M/MV5BY2JmNTUyYWQtMTZhMy00YTE4LTllNGItMDZmNTBiZTkyNjE2XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,Spike Lee,"Harvey Keitel, John Turturro, Delroy Lindo",128 min
158,160,Congo ,Action,1995,https://m.media-amazon.com/images/M/MV5BMmQ2YWFjZGItMTNiZi00ZDFmLWE3ZTAtNTZiZTI5ZjBjYzlkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Frank Marshall,"Laura Linney, Tim Curry, Dylan Walsh",109 min
159,161,Crimson Tide ,Drama,1995,https://m.media-amazon.com/images/M/MV5BMmFkY2IxNTAtMWRiNS00MWU2LWI1NDYtY2YxYTQyYTk5OTBhXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,Tony Scott,"Gene Hackman, Denzel Washington, Matt Craven",116 min
160,162,Crumb ,Documentary,1994,https://m.media-amazon.com/images/M/MV5BNmQ5ZjEyMWItYzFjOC00YzQxLTk2ZTYtMWQzNTg1MWY2NmI3XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,Terry Zwigoff,"Robert Crumb, Aline Kominsky-Crumb, Charles Crumb",119 min
161,163,Desperado ,Action,1995,https://m.media-amazon.com/images/M/MV5BYjA0NDMyYTgtMDgxOC00NGE0LWJkOTQtNDRjMjEzZmU0ZTQ3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Robert Rodriguez,"Antonio Banderas, Salma Hayek, Joaquim de Almeida",104 min
162,164,Devil in a Blue Dress ,Crime,1995,https://m.media-amazon.com/images/M/MV5BMmFjZjllZTQtZjQ0ZS00Y2M1LWI1NjYtYjQ2YzczOTQyMjJjXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,Carl Franklin,"Denzel Washington, Tom Sizemore, Jennifer Beals",102 min
163,165,Die Hard: With a Vengeance ,Action,1995,https://m.media-amazon.com/images/M/MV5BZjI0ZWFiMmQtMjRlZi00ZmFhLWI4NmYtMjQ5YmY0MzIyMzRiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,John McTiernan,"Bruce Willis, Jeremy Irons, Samuel L. Jackson",128 min
165,167,Feast of July ,Drama,1995,https://m.media-amazon.com/images/M/MV5BODQ5NTcyODQ4Ml5BMl5BanBnXkFtZTcwNjgxNzUyMQ@@._V1_SX300.jpg,Christopher Menaul,"Embeth Davidtz, Tom Bell, Gemma Jones",116 min
166,168,First Knight ,Action,1995,https://m.media-amazon.com/images/M/MV5BNzQ1MDU2ZWUtMmYzOS00ZWExLTk4M2QtNzE5MTFkZTNmZTJhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,Jerry Zucker,"Sean Connery, Richard Gere, Julia Ormond",134 min
167,169,Free Willy 2: The Adventure Home ,Adventure,1995,https://m.media-amazon.com/images/M/MV5BZmZlNDBmMzctNmJiOC00YWZkLTk4MzYtOTU4NzZkMmUxMDRjXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,Dwight H. Little,"Jason James Richter, Michael Madsen, Francis Capra",95 min
168,170,Hackers ,Action,1995,https://m.media-amazon.com/images/M/MV5BNmExMTkyYjItZTg0YS00NWYzLTkwMjItZWJiOWQ2M2ZkYjE4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Iain Softley,"Jonny Lee Miller, Angelina Jolie, Jesse Bradford",105 min
169,171,Jeffrey ,Comedy,1995,https://m.media-amazon.com/images/M/MV5BMWM0ODdjOWEtOTJhYy00NmQ0LThmOTctMDNmZTEwNzA5MGM1XkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_SX300.jpg,Christopher Ashley,"Steven Weber, Michael T. Weiss, Peter Jacobson",92 min
170,172,Johnny Mnemonic ,Action,1995,https://m.media-amazon.com/images/M/MV5BNTdhYjEzYTEtYTkwZC00NzgxLWI0ZWEtYmEyMGZhOWYwMjE2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Robert Longo,"Keanu Reeves, Dolph Lundgren, Dina Meyer",96 min
171,173,Judge Dredd ,Action,1995,https://m.media-amazon.com/images/M/MV5BYmM1NzUyY2YtOTU4My00ZmFmLWI4ZjYtYzJlM2JlOTBhZmIzXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,Danny Cannon,"Sylvester Stallone, Armand Assante, Rob Schneider",96 min
172,174,Jury Duty ,Comedy,1995,https://m.media-amazon.com/images/M/MV5BN2RlNGM4NjEtNjUxZC00YjA2LThjYjQtMDdkNDA1YzNlNzJjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,John Fortenberry,"Pauly Shore, Tia Carrere, Stanley Tucci",88 min
173,175,Kids ,Drama,1995,https://m.media-amazon.com/images/M/MV5BNTNmN2QyNTgtMTk0ZC00NmFhLWJlNzctZmMyYTczZTYyMzA1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Larry Clark,"Leo Fitzpatrick, Justin Pierce, Chloë Sevigny",91 min
174,176,Living in Oblivion ,Comedy,1995,https://m.media-amazon.com/images/M/MV5BN2U2MDdjZjUtMGU1Ni00MzlkLTllZWQtZmJjNzJmYjE5YjAxXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,Tom DiCillo,"Steve Buscemi, Catherine Keener, Dermot Mulroney",90 min
175,177,Lord of Illusions ,Horror,1995,https://m.media-amazon.com/images/M/MV5BNDg1OTc0MDQwNl5BMl5BanBnXkFtZTcwMjQ3NDk0NA@@._V1_SX300.jpg,Clive Barker,"Scott Bakula, Kevin J. O'Connor, J. Trevor Edmond",109 min
176,178,Love & Human Remains ,Comedy,1993,https://m.media-amazon.com/images/M/MV5BZGQxZTFlZDctZjcyMy00NzA1LWFkMDYtNzRmZTkwYTFhYTc3XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,Gaspar Noé,"Aomi Muyock, Karl Glusman, Klara Kristin",135 min
177,179,Mad Love ,Drama,1995,https://m.media-amazon.com/images/M/MV5BOThlOGJjYWEtMGFmOS00ZjBlLWIwZmUtNzdlNjIxNTU2NDcwL2ltYWdlXkEyXkFqcGdeQXVyNjg4NzYzMzA@._V1_SX300.jpg,Antonia Bird,"Chris O'Donnell, Drew Barrymore, Matthew Lillard",93 min
178,180,Mallrats ,Comedy,1995,https://m.media-amazon.com/images/M/MV5BYzAwNmMyNTEtZWI2MC00OTYzLWFlYzYtMmQ0MTdhYTYwNjNhXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,Kevin Smith,"Shannen Doherty, Jeremy London, Jason Lee",94 min
180,182,Moonlight and Valentino ,Drama,1995,https://m.media-amazon.com/images/M/MV5BYjBhZDFhYWMtYTA0MS00NTZkLWI2YTAtMGJmZmVlNmE3YmE1XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,David Anspaugh,"Elizabeth Perkins, Whoopi Goldberg, Kathleen Turner",105 min
181,183,Mute Witness ,Comedy,1994,https://m.media-amazon.com/images/M/MV5BNTJkYWU2MjQtMGI4Ny00MGZjLWIzN2QtZDFmYWFkNDQ2NzJhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Anthony Waller,"Marina Zudina, Fay Ripley, Evan Richards",95 min
182,184,Nadja ,Drama,1994,https://m.media-amazon.com/images/M/MV5BYWRkYTBkZmQtNTM4OS00MTMxLThiNTEtYzJmMjE2Zjg3ODIyXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_SX300.jpg,Michael Almereyda,"Elina Löwensohn, Peter Fonda, Nic Ratner",93 min
184,186,Nine Months ,Comedy,1995,https://m.media-amazon.com/images/M/MV5BY2U3YTQzYWYtZTBlYi00ZmJjLTkzMjAtOTljYmE5MThhNzk5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Chris Columbus,"Hugh Grant, Julianne Moore, Tom Arnold",103 min
185,187,Party Girl ,Comedy,1995,https://m.media-amazon.com/images/M/MV5BNDkxZTY2YzctMDkxNy00NzA0LWE3MDYtNmRlMGQyZGNjZWIxXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,Daisy von Scherler Mayer,"Parker Posey, Omar Townsend, The Lady Bunny",94 min
186,188,"Prophecy, The ",Fantasy,1995,https://m.media-amazon.com/images/M/MV5BMTc4OTJmZmQtZTk3Ni00ZDNlLWE2NzUtOTllZmU3MGIzMDgyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMzk2Njk2ODU@._V1_SX300.jpg,Emre Aluç,"Alper Günay, Bihter Altay, Yucel Yuksel",90 min
187,189,Reckless ,Comedy,1995,https://m.media-amazon.com/images/M/MV5BYjk0ZjE0OGMtOGJiMS00MGE5LTlmNmItMjIxZjI4NmVhNmEzXkEyXkFqcGdeQXVyNjY1OTY4MTk@._V1_SX300.jpg,,"Kim Wayans, Michael Gladis, Gregory Harrison",60 min
188,190,Safe ,Thriller,1995,https://m.media-amazon.com/images/M/MV5BMTcxNDI0NzUxMF5BMl5BanBnXkFtZTcwOTIzMjkyNw@@._V1_SX300.jpg,Boaz Yakin,"Jason Statham, Catherine Chan, Chris Sarandon",94 min
190,192,"Show, The ",Documentary,1995,https://m.media-amazon.com/images/M/MV5BZWQ4M2ZiNWMtZWYyNS00MTM5LWE0Y2QtMzc2MWZhZWRhYjhlXkEyXkFqcGdeQXVyMTM0NTUzNDIy._V1_SX300.jpg,J.G. Quintel,"J.G. Quintel, William Salyers, Sam Marin",70 min
191,193,Showgirls ,Drama,1995,https://m.media-amazon.com/images/M/MV5BNzcyMjExNjg3OF5BMl5BanBnXkFtZTgwOTY4Mjc1MDE@._V1_SX300.jpg,Paul Verhoeven,"Elizabeth Berkley, Kyle MacLachlan, Gina Gershon",128 min
192,194,Smoke ,Comedy,1995,https://m.media-amazon.com/images/M/MV5BMjUwYTdiYjItNTgzNS00MmQ3LWJlMDctODMyNTkxMjIxMDgwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,Wayne Wang,"Harvey Keitel, William Hurt, Giancarlo Esposito",112 min
193,195,Something to Talk About ,Comedy,1995,https://m.media-amazon.com/images/M/MV5BZDhmOTczMjItMzg5NS00OTFiLWEzYTctMjAxMTZmMWVmMmQxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Lasse Hallström,"Julia Roberts, Dennis Quaid, Robert Duvall",106 min
194,196,Species ,Horror,1995,https://m.media-amazon.com/images/M/MV5BMjEzOTkxNTcyM15BMl5BanBnXkFtZTcwOTk0MjI3NA@@._V1_SX300.jpg,Roger Donaldson,"Natasha Henstridge, Michael Madsen, Ben Kingsley",108 min
196,198,Strange Days ,Action,1995,https://m.media-amazon.com/images/M/MV5BODFkMTBmNjktMjM1Yy00MjY5LTliMGEtM2FhYjE2YjRmN2RkXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,Kathryn Bigelow,"Ralph Fiennes, Angela Bassett, Juliette Lewis",145 min
199,201,Three Wishes ,Drama,1995,https://m.media-amazon.com/images/M/MV5BYTkxYTNjZDUtYWFhYi00NjQ4LWE2YjMtYmU2YjMyZjQwODkxXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,Martha Coolidge,"Patrick Swayze, Mary Elizabeth Mastrantonio, Joseph Mazzello",115 min
200,202,Total Eclipse ,Drama,1995,https://m.media-amazon.com/images/M/MV5BOTdiMDEyM2ItOWYzYS00OTM1LWFlYWEtZjdhNWNhNzZmNTQyXkEyXkFqcGdeQXVyMTIzMzQ1ODg4._V1_SX300.jpg,Agnieszka Holland,"Leonardo DiCaprio, David Thewlis, Romane Bohringer",111 min
